weights,score
"(3, 4, 4)",0.11243611584327087
"(1, 9, 2)",0.11073253833049404
"(3, 6, 4)",0.11073253833049404
"(6, 9, 8)",0.11073253833049404
"(2, 6, 3)",0.11073253833049404
"(1, 10, 2)",0.11073253833049404
"(6, 5, 10)",0.11073253833049404
"(7, 7, 10)",0.10902896081771721
"(5, 4, 8)",0.10732538330494037
"(5, 5, 7)",0.10562180579216354
"(7, 8, 9)",0.10391822827938671
"(4, 3, 10)",0.10391822827938671
"(4, 3, 9)",0.10391822827938671
"(4, 3, 8)",0.10391822827938671
"(4, 3, 7)",0.10391822827938671
"(6, 5, 9)",0.10221465076660988
"(3, 3, 4)",0.10221465076660988
"(6, 6, 8)",0.10221465076660988
"(7, 9, 9)",0.10221465076660988
"(3, 7, 4)",0.10051107325383304
"(7, 10, 9)",0.10051107325383304
"(3, 8, 4)",0.09880749574105621
"(7, 6, 10)",0.09880749574105621
"(7, 7, 9)",0.09710391822827939
"(2, 7, 3)",0.09710391822827939
"(4, 6, 5)",0.09710391822827939
"(3, 2, 10)",0.09540034071550256
"(3, 2, 8)",0.09540034071550256
"(6, 5, 8)",0.09540034071550256
"(4, 3, 6)",0.09540034071550256
"(3, 2, 7)",0.09540034071550256
"(3, 2, 6)",0.09540034071550256
"(3, 2, 9)",0.09540034071550256
"(3, 2, 5)",0.09540034071550256
"(6, 4, 10)",0.09540034071550256
"(4, 7, 5)",0.09540034071550256
"(5, 4, 7)",0.09369676320272573
"(7, 6, 9)",0.09369676320272573
"(8, 10, 10)",0.09028960817717206
"(4, 8, 5)",0.09028960817717206
"(5, 6, 6)",0.09028960817717206
"(4, 5, 5)",0.09028960817717206
"(8, 9, 10)",0.09028960817717206
"(5, 7, 6)",0.09028960817717206
"(8, 7, 10)",0.08858603066439523
"(4, 4, 5)",0.08858603066439523
"(6, 4, 9)",0.08858603066439523
"(8, 8, 10)",0.08858603066439523
"(5, 8, 6)",0.08858603066439523
"(7, 5, 10)",0.08858603066439523
"(6, 9, 7)",0.0868824531516184
"(6, 8, 7)",0.0868824531516184
"(5, 9, 6)",0.08517887563884156
"(2, 8, 3)",0.08517887563884156
"(3, 9, 4)",0.08347529812606473
"(4, 9, 5)",0.08347529812606473
"(6, 10, 7)",0.08347529812606473
"(5, 10, 6)",0.08347529812606473
"(6, 7, 7)",0.08347529812606473
"(7, 10, 8)",0.08347529812606473
"(7, 9, 8)",0.0817717206132879
"(2, 10, 3)",0.0817717206132879
"(5, 5, 6)",0.0817717206132879
"(2, 9, 3)",0.0817717206132879
"(7, 8, 8)",0.0817717206132879
"(8, 10, 9)",0.0817717206132879
"(5, 3, 8)",0.08006814310051108
"(5, 3, 9)",0.08006814310051108
"(5, 3, 10)",0.08006814310051108
"(7, 5, 9)",0.08006814310051108
"(4, 10, 5)",0.07666098807495741
"(5, 4, 6)",0.07666098807495741
"(6, 4, 8)",0.07666098807495741
"(6, 6, 7)",0.07666098807495741
"(3, 2, 4)",0.07666098807495741
"(7, 7, 8)",0.07495741056218058
"(8, 9, 9)",0.07495741056218058
"(4, 3, 5)",0.07495741056218058
"(9, 10, 10)",0.07495741056218058
"(8, 8, 9)",0.07495741056218058
"(8, 6, 10)",0.07495741056218058
"(9, 9, 10)",0.07325383304940375
"(6, 5, 7)",0.07325383304940375
"(3, 10, 4)",0.07325383304940375
"(9, 8, 10)",0.07325383304940375
"(8, 7, 9)",0.07155025553662692
"(7, 4, 10)",0.07155025553662692
"(5, 3, 7)",0.07155025553662692
"(7, 6, 8)",0.07155025553662692
"(7, 7, 7)",0.06643952299829642
"(9, 8, 9)",0.06643952299829642
"(10, 9, 10)",0.06643952299829642
"(6, 6, 6)",0.06643952299829642
"(5, 5, 5)",0.06643952299829642
"(8, 7, 8)",0.06643952299829642
"(8, 8, 8)",0.06643952299829642
"(9, 9, 9)",0.06643952299829642
"(1, 1, 1)",0.06643952299829642
"(10, 10, 10)",0.06643952299829642
"(2, 2, 2)",0.06643952299829642
"(3, 3, 3)",0.06643952299829642
"(4, 4, 4)",0.06643952299829642
"(7, 6, 7)",0.06473594548551959
"(6, 5, 6)",0.06473594548551959
"(8, 5, 10)",0.06473594548551959
"(5, 4, 5)",0.06303236797274275
"(6, 4, 7)",0.06303236797274275
"(10, 8, 10)",0.06303236797274275
"(9, 7, 9)",0.06303236797274275
"(4, 3, 4)",0.06132879045996593
"(9, 7, 10)",0.06132879045996593
"(7, 5, 8)",0.06132879045996593
"(8, 6, 9)",0.06132879045996593
"(8, 6, 8)",0.06132879045996593
"(6, 7, 6)",0.059625212947189095
"(9, 10, 9)",0.059625212947189095
"(7, 8, 7)",0.059625212947189095
"(8, 9, 8)",0.059625212947189095
"(5, 6, 5)",0.059625212947189095
"(7, 9, 7)",0.05792163543441227
"(4, 5, 4)",0.05792163543441227
"(7, 4, 9)",0.05792163543441227
"(8, 10, 8)",0.05792163543441227
"(6, 8, 6)",0.056218057921635436
"(3, 4, 3)",0.056218057921635436
"(7, 10, 7)",0.05281090289608177
"(2, 1, 10)",0.05281090289608177
"(4, 2, 8)",0.05281090289608177
"(7, 5, 7)",0.05281090289608177
"(4, 2, 10)",0.05281090289608177
"(4, 2, 9)",0.05281090289608177
"(4, 2, 7)",0.05281090289608177
"(6, 9, 6)",0.05281090289608177
"(4, 2, 6)",0.05281090289608177
"(5, 7, 5)",0.05281090289608177
"(6, 3, 10)",0.05281090289608177
"(6, 3, 9)",0.05281090289608177
"(2, 1, 9)",0.05281090289608177
"(2, 3, 2)",0.05281090289608177
"(10, 7, 10)",0.05281090289608177
"(2, 1, 4)",0.05281090289608177
"(4, 6, 4)",0.05281090289608177
"(2, 1, 5)",0.05281090289608177
"(9, 8, 8)",0.05281090289608177
"(2, 1, 6)",0.05281090289608177
"(2, 1, 7)",0.05281090289608177
"(2, 1, 3)",0.05281090289608177
"(2, 1, 8)",0.05281090289608177
"(10, 9, 9)",0.05281090289608177
"(9, 9, 8)",0.05110732538330494
"(10, 10, 9)",0.05110732538330494
"(10, 8, 9)",0.049403747870528106
"(8, 7, 7)",0.049403747870528106
"(5, 3, 6)",0.049403747870528106
"(9, 6, 10)",0.049403747870528106
"(6, 3, 8)",0.04770017035775128
"(7, 6, 6)",0.04599659284497445
"(8, 5, 9)",0.04599659284497445
"(9, 7, 8)",0.044293015332197615
"(3, 5, 3)",0.044293015332197615
"(7, 4, 8)",0.044293015332197615
"(6, 10, 6)",0.044293015332197615
"(5, 8, 5)",0.044293015332197615
"(5, 9, 5)",0.04258943781942078
"(4, 7, 4)",0.04258943781942078
"(4, 2, 5)",0.04258943781942078
"(8, 4, 10)",0.04258943781942078
"(7, 7, 6)",0.04088586030664395
"(9, 10, 8)",0.04088586030664395
"(8, 8, 7)",0.04088586030664395
"(8, 6, 7)",0.04088586030664395
"(8, 9, 7)",0.04088586030664395
"(10, 7, 9)",0.039182282793867124
"(6, 3, 7)",0.039182282793867124
"(6, 4, 6)",0.039182282793867124
"(7, 9, 6)",0.039182282793867124
"(7, 8, 6)",0.039182282793867124
"(3, 2, 3)",0.039182282793867124
"(9, 6, 9)",0.039182282793867124
"(8, 10, 7)",0.039182282793867124
"(6, 6, 5)",0.03747870528109029
"(7, 3, 10)",0.03747870528109029
"(6, 7, 5)",0.03747870528109029
"(9, 5, 10)",0.03747870528109029
"(8, 4, 9)",0.03747870528109029
"(9, 6, 8)",0.03747870528109029
"(7, 5, 6)",0.03747870528109029
"(1, 2, 1)",0.03577512776831346
"(6, 4, 5)",0.03577512776831346
"(1, 5, 1)",0.03577512776831346
"(3, 6, 3)",0.03577512776831346
"(7, 10, 6)",0.03577512776831346
"(2, 4, 2)",0.03577512776831346
"(2, 10, 2)",0.03577512776831346
"(8, 5, 8)",0.03577512776831346
"(2, 9, 2)",0.03577512776831346
"(5, 10, 5)",0.03577512776831346
"(4, 8, 4)",0.03577512776831346
"(5, 2, 10)",0.03577512776831346
"(5, 2, 7)",0.03577512776831346
"(5, 2, 8)",0.03577512776831346
"(5, 2, 9)",0.03577512776831346
"(1, 9, 1)",0.034071550255536626
"(1, 10, 1)",0.034071550255536626
"(1, 4, 1)",0.034071550255536626
"(6, 8, 5)",0.034071550255536626
"(1, 8, 1)",0.034071550255536626
"(1, 6, 1)",0.034071550255536626
"(1, 7, 1)",0.034071550255536626
"(3, 7, 3)",0.034071550255536626
"(4, 9, 4)",0.034071550255536626
"(3, 8, 3)",0.034071550255536626
"(3, 10, 3)",0.034071550255536626
"(2, 5, 2)",0.034071550255536626
"(2, 7, 2)",0.034071550255536626
"(4, 10, 4)",0.034071550255536626
"(2, 8, 2)",0.034071550255536626
"(7, 3, 9)",0.034071550255536626
"(10, 10, 8)",0.03236797274275979
"(2, 6, 2)",0.03236797274275979
"(5, 3, 5)",0.03236797274275979
"(8, 5, 7)",0.03236797274275979
"(5, 5, 4)",0.03236797274275979
"(3, 9, 3)",0.03236797274275979
"(1, 3, 1)",0.03236797274275979
"(10, 6, 9)",0.03236797274275979
"(10, 6, 10)",0.03236797274275979
"(9, 9, 7)",0.03236797274275979
"(6, 5, 5)",0.030664395229982964
"(10, 9, 8)",0.030664395229982964
"(6, 10, 5)",0.030664395229982964
"(7, 4, 7)",0.030664395229982964
"(6, 9, 5)",0.028960817717206135
"(5, 6, 4)",0.028960817717206135
"(8, 8, 6)",0.028960817717206135
"(5, 8, 4)",0.028960817717206135
"(9, 5, 9)",0.028960817717206135
"(4, 4, 3)",0.028960817717206135
"(5, 9, 4)",0.028960817717206135
"(5, 10, 4)",0.028960817717206135
"(9, 8, 7)",0.027257240204429302
"(5, 7, 4)",0.027257240204429302
"(9, 10, 7)",0.027257240204429302
"(7, 4, 6)",0.027257240204429302
"(8, 9, 6)",0.027257240204429302
"(9, 5, 8)",0.027257240204429302
"(4, 7, 3)",0.02555366269165247
"(10, 6, 8)",0.02555366269165247
"(10, 8, 8)",0.02555366269165247
"(5, 4, 4)",0.02555366269165247
"(4, 8, 3)",0.02555366269165247
"(5, 3, 4)",0.02555366269165247
"(10, 7, 8)",0.02555366269165247
"(9, 4, 10)",0.02555366269165247
"(7, 3, 8)",0.02555366269165247
"(8, 7, 6)",0.02555366269165247
"(9, 7, 7)",0.02555366269165247
"(4, 6, 3)",0.02555366269165247
"(8, 4, 8)",0.02385008517887564
"(4, 3, 3)",0.02385008517887564
"(4, 2, 4)",0.02385008517887564
"(8, 10, 6)",0.02385008517887564
"(2, 1, 2)",0.02385008517887564
"(9, 6, 7)",0.02385008517887564
"(4, 9, 3)",0.02385008517887564
"(6, 3, 6)",0.02385008517887564
"(10, 5, 10)",0.02385008517887564
"(8, 3, 10)",0.02385008517887564
"(5, 2, 6)",0.02385008517887564
"(4, 10, 3)",0.02385008517887564
"(8, 6, 6)",0.02385008517887564
"(4, 5, 3)",0.02385008517887564
"(3, 1, 4)",0.022146507666098807
"(3, 1, 5)",0.022146507666098807
"(6, 2, 10)",0.022146507666098807
"(7, 10, 5)",0.022146507666098807
"(3, 1, 7)",0.022146507666098807
"(3, 1, 8)",0.022146507666098807
"(7, 9, 5)",0.022146507666098807
"(3, 1, 9)",0.022146507666098807
"(7, 6, 5)",0.022146507666098807
"(3, 1, 6)",0.022146507666098807
"(6, 2, 9)",0.022146507666098807
"(3, 1, 10)",0.022146507666098807
"(6, 2, 8)",0.022146507666098807
"(10, 9, 7)",0.022146507666098807
"(10, 5, 9)",0.020442930153321975
"(10, 7, 7)",0.020442930153321975
"(10, 10, 7)",0.020442930153321975
"(7, 5, 5)",0.020442930153321975
"(7, 8, 5)",0.020442930153321975
"(7, 7, 5)",0.020442930153321975
"(7, 3, 7)",0.018739352640545145
"(10, 5, 8)",0.018739352640545145
"(9, 4, 9)",0.018739352640545145
"(8, 3, 9)",0.018739352640545145
"(8, 4, 7)",0.018739352640545145
"(10, 8, 7)",0.018739352640545145
"(8, 5, 6)",0.018739352640545145
"(3, 7, 2)",0.017035775127768313
"(6, 5, 4)",0.017035775127768313
"(3, 8, 2)",0.017035775127768313
"(3, 9, 2)",0.017035775127768313
"(5, 9, 3)",0.017035775127768313
"(5, 10, 3)",0.017035775127768313
"(6, 3, 5)",0.017035775127768313
"(6, 2, 7)",0.017035775127768313
"(6, 10, 4)",0.017035775127768313
"(3, 10, 2)",0.017035775127768313
"(9, 7, 6)",0.017035775127768313
"(5, 8, 3)",0.017035775127768313
"(5, 6, 3)",0.017035775127768313
"(6, 7, 4)",0.017035775127768313
"(3, 5, 2)",0.017035775127768313
"(9, 3, 10)",0.017035775127768313
"(6, 8, 4)",0.017035775127768313
"(3, 4, 2)",0.017035775127768313
"(5, 7, 3)",0.017035775127768313
"(8, 9, 5)",0.017035775127768313
"(3, 6, 2)",0.017035775127768313
"(9, 4, 8)",0.017035775127768313
"(8, 10, 5)",0.017035775127768313
"(6, 9, 4)",0.017035775127768313
"(8, 1, 10)",0.015332197614991482
"(8, 3, 8)",0.015332197614991482
"(10, 9, 6)",0.015332197614991482
"(8, 2, 10)",0.015332197614991482
"(8, 2, 9)",0.015332197614991482
"(6, 4, 4)",0.015332197614991482
"(10, 10, 6)",0.015332197614991482
"(6, 6, 4)",0.015332197614991482
"(5, 5, 3)",0.015332197614991482
"(8, 3, 7)",0.015332197614991482
"(5, 2, 4)",0.015332197614991482
"(8, 1, 9)",0.015332197614991482
"(10, 3, 9)",0.015332197614991482
"(4, 1, 7)",0.015332197614991482
"(6, 2, 6)",0.015332197614991482
"(6, 1, 7)",0.015332197614991482
"(10, 4, 8)",0.015332197614991482
"(4, 1, 6)",0.015332197614991482
"(6, 1, 9)",0.015332197614991482
"(3, 2, 2)",0.015332197614991482
"(5, 1, 7)",0.015332197614991482
"(10, 4, 9)",0.015332197614991482
"(10, 4, 10)",0.015332197614991482
"(5, 1, 6)",0.015332197614991482
"(3, 3, 2)",0.015332197614991482
"(6, 1, 8)",0.015332197614991482
"(9, 1, 10)",0.015332197614991482
"(7, 2, 10)",0.015332197614991482
"(5, 1, 8)",0.015332197614991482
"(3, 1, 3)",0.015332197614991482
"(9, 2, 10)",0.015332197614991482
"(9, 3, 8)",0.015332197614991482
"(6, 2, 5)",0.015332197614991482
"(7, 1, 8)",0.015332197614991482
"(7, 1, 9)",0.015332197614991482
"(7, 1, 10)",0.015332197614991482
"(9, 3, 9)",0.015332197614991482
"(9, 10, 6)",0.015332197614991482
"(4, 1, 9)",0.015332197614991482
"(8, 6, 5)",0.015332197614991482
"(9, 8, 6)",0.015332197614991482
"(8, 7, 5)",0.015332197614991482
"(4, 1, 10)",0.015332197614991482
"(7, 2, 8)",0.015332197614991482
"(5, 1, 10)",0.015332197614991482
"(9, 6, 6)",0.015332197614991482
"(4, 1, 8)",0.015332197614991482
"(5, 1, 9)",0.015332197614991482
"(8, 8, 5)",0.015332197614991482
"(7, 3, 6)",0.015332197614991482
"(5, 2, 5)",0.015332197614991482
"(4, 1, 5)",0.015332197614991482
"(9, 9, 6)",0.015332197614991482
"(6, 1, 10)",0.015332197614991482
"(7, 2, 9)",0.015332197614991482
"(9, 2, 9)",0.013628620102214651
"(7, 8, 4)",0.013628620102214651
"(7, 10, 4)",0.013628620102214651
"(9, 5, 7)",0.013628620102214651
"(7, 9, 4)",0.013628620102214651
"(10, 3, 10)",0.013628620102214651
"(10, 7, 6)",0.013628620102214651
"(4, 1, 4)",0.013628620102214651
"(10, 6, 7)",0.013628620102214651
"(6, 1, 6)",0.013628620102214651
"(7, 2, 6)",0.013628620102214651
"(8, 2, 8)",0.013628620102214651
"(7, 2, 7)",0.013628620102214651
"(5, 1, 5)",0.013628620102214651
"(10, 2, 10)",0.013628620102214651
"(7, 4, 5)",0.013628620102214651
"(5, 4, 3)",0.01192504258943782
"(9, 5, 6)",0.01192504258943782
"(7, 7, 4)",0.01192504258943782
"(10, 8, 6)",0.01192504258943782
"(2, 5, 1)",0.010221465076660987
"(9, 9, 5)",0.010221465076660987
"(7, 6, 4)",0.010221465076660987
"(2, 9, 1)",0.010221465076660987
"(7, 5, 4)",0.010221465076660987
"(6, 8, 3)",0.010221465076660987
"(4, 6, 2)",0.010221465076660987
"(8, 4, 6)",0.010221465076660987
"(8, 5, 5)",0.010221465076660987
"(4, 7, 2)",0.010221465076660987
"(4, 8, 2)",0.010221465076660987
"(10, 5, 7)",0.010221465076660987
"(8, 10, 4)",0.010221465076660987
"(6, 7, 3)",0.010221465076660987
"(6, 10, 3)",0.010221465076660987
"(9, 10, 5)",0.010221465076660987
"(4, 2, 3)",0.010221465076660987
"(8, 9, 4)",0.010221465076660987
"(6, 9, 3)",0.010221465076660987
"(2, 8, 1)",0.010221465076660987
"(2, 10, 1)",0.010221465076660987
"(4, 10, 2)",0.010221465076660987
